gen	env	amylase	diapow	hddate	lodging	malt	height	protein	yield
SM176	MTd92	30.1	91	159.5	15	72.2	77	15.5	4.49
SM176	ID91	27.2	88	175	NA	72.9	105.4	14.1	6.218
SM176	OR91	26.6	76	187.5	NA	71.2	97.5	15	4.973
SM176	WA91	27.4	67	175	NA	71.9	116.5	13.5	5.217
SM176	MTi91	23.4	76	177	NA	70.7	106	14.4	6.018
SM176	MTd91	NA	NA	176	NA	NA	102	NA	3.526
SM176	NY92	NA	NA	171	15	NA	72.5	NA	4.552
SM176	ON92	NA	NA	201	0	NA	95	NA	3.65
SM176	WA92	25.6	69	153	NA	72	69	11.6	2.645
SM176	MA92	NA	NA	188.5	25	NA	75.5	NA	5.82
SM176	SKo92	NA	NA	184	30	NA	112	NA	6.4881
SM176	SKg92	NA	NA	182	NA	NA	60	NA	2.5992
SM176	SKk92	NA	NA	192	NA	NA	66	NA	3.4054
SM176	ID92	29.3	112	180	NA	72.6	96.5	14.7	5.819
SM177	MN92	26.8	58	149	NA	74.8	86	11.3	5.421
SM177	MTi92	34.2	85	170.5	50	77.5	110	12.3	6.644
SM177	MTd92	30.5	82	163	25	74.8	81.5	14.6	5.062
SM177	ID91	30.2	83	179	NA	73.6	106.7	14.7	6.631
SM177	OR91	26.2	62	189	NA	73.8	105	13.1	6.32
SM177	WA91	29.1	64	178	NA	74.5	133	11.9	4.833
SM177	MTi91	27.7	76	183	NA	72.2	110	13.1	6.666
SM177	MTd91	NA	NA	180	NA	NA	95	NA	2.911
SM177	NY92	NA	NA	174.5	15	NA	85	NA	7.081
SM177	ON92	NA	NA	202	20	NA	100	NA	3.17
SM177	WA92	25.3	51	155	NA	73.2	77.5	9.8	4.079
SM177	MA92	NA	NA	197	45	NA	93	NA	7.798
SM177	SKo92	NA	NA	189	80	NA	116	NA	7.7679
SM177	SKg92	NA	NA	187	NA	NA	59	NA	3.7619
SM177	SKk92	NA	NA	195	NA	NA	72	NA	5.3843
SM177	ID92	30.9	99	187	NA	72.7	91.4	14.8	5.606
SM179	MN92	20.3	35	156.5	NA	75.3	98	11.5	6.009
SM179	MTi92	31.7	72	174	45	78.3	107	11.8	6.894
SM179	MTd92	25.6	65	168.5	15	74.2	79.5	14.3	5.427
SM179	ID91	26.5	73	183.5	NA	74.8	108	12.4	8.413
SM179	OR91	17.7	38	190	NA	72.5	95	13.6	8.011
SM179	WA91	22	48	183.5	NA	74.6	115	12.1	7.054
SM179	MTi91	23.8	60	186	NA	73.8	107	11.6	7.042
SM179	MTd91	NA	NA	187	NA	NA	88	NA	3.716
SM179	NY92	NA	NA	180	5	NA	80	NA	4.986
SM179	ON92	NA	NA	200	0	NA	100	NA	3.81
SM179	WA92	25.7	55	160.5	NA	73.1	62	11.9	3.668
SM179	MA92	NA	NA	199	35	NA	87.5	NA	7.554
SM179	SKo92	NA	NA	191	20	NA	110	NA	9.628
SM179	SKg92	NA	NA	193	NA	NA	62	NA	4.2892
SM179	SKk92	NA	NA	199	NA	NA	76	NA	5.8406
SM179	ID92	26.7	105	190	NA	73	94	13.4	6.314
SM180	MN92	25.9	61	148.5	NA	75.6	80.5	12.2	5.29
SM180	MTi92	32.1	89	171	75	78.2	106	11.1	6.536
SM180	MTd92	34.7	83	165	20	76.3	80	13.8	6.078
SM180	ID91	32.1	85	178	NA	74.5	96.5	13.1	6.931
SM180	OR91	23.5	69	189	NA	75.1	95	12.5	7.628
SM180	WA91	27.7	70	176	NA	77	113	12.1	4.18
SM180	MTi91	25.2	71	181	NA	72.7	106	12.3	7.269
SM180	MTd91	NA	NA	182	NA	NA	88	NA	4.408
SM180	NY92	NA	NA	174.5	20	NA	85	NA	6.033
SM180	ON92	NA	NA	200	80	NA	90	NA	2.62
SM180	WA92	27	59	154.5	NA	75	59.5	9.5	4.079
SM180	MA92	NA	NA	192	40	NA	77	NA	6.723
SM180	SKo92	NA	NA	184	60	NA	110	NA	6.9215
SM180	SKg92	NA	NA	184	NA	NA	46	NA	4.4227
SM180	SKk92	NA	NA	194	NA	NA	60	NA	4.9855
SM180	ID92	30.6	107	187	NA	74.8	86.4	13	6.752
SM181	MN92	24	46	153	NA	74.5	83.5	10.5	4.907
SM181	MTi92	32.3	79	171.5	35	79.5	109	11.3	7.001
SM181	MTd92	33.7	70	166.5	35	78.1	82	12.9	4.942
SM181	ID91	28.9	66	181	NA	75	101.6	11.9	8.003
SM181	OR91	21.3	70	189	NA	73.9	80	12.5	4.983
SM181	WA91	26.7	55	179	NA	75.9	115	10	6.786
SM181	MTi91	22.7	67	184	NA	73.5	109	11.5	7.179
SM181	MTd91	NA	NA	182	NA	NA	90	NA	3.987
SM181	NY92	NA	NA	178	10	NA	67.5	NA	5.757
SM181	ON92	NA	NA	199	30	NA	90	NA	4.33
SM181	WA92	26.4	55	156.5	NA	75.2	57	9.7	3.484
SM181	MA92	NA	NA	195	45	NA	78.5	NA	6.806
SM181	SKo92	NA	NA	184	70	NA	98	NA	5.198
SM181	SKg92	NA	NA	186	NA	NA	41	NA	3.4915
SM181	SKk92	NA	NA	194	NA	NA	67	NA	5.0649
SM181	ID92	31	90	189	NA	74.6	76.2	12.4	5.958
SM182	MN92	25.2	55	159	NA	75	121.5	13.8	4.738
SM182	MTi92	36.6	87	175	55	77.5	121	13.2	5.551
SM182	MTd92	35.4	79	168.5	35	74.2	95	14.9	4.688
SM182	ID91	30.1	67	183	NA	74.5	132.1	14.8	7.882
SM182	OR91	24.3	66	189	NA	74	92.5	14.8	5.096
SM182	WA91	34.8	71	182	NA	75.1	138.5	13.1	5.489
SM182	MTi91	38.9	86	187	NA	73.6	121	13.8	6.277
SM182	MTd91	NA	NA	184	NA	NA	96	NA	2.374
SM182	NY92	NA	NA	182	0	NA	87.5	NA	4.806
SM182	ON92	NA	NA	201	50	NA	110	NA	3.14
SM182	WA92	31.9	61	160	NA	73.7	85	11.7	3.398
SM182	MA92	NA	NA	202	50	NA	109.5	NA	7.363
SM182	SKo92	NA	NA	192	50	NA	126	NA	7.0171
SM182	SKg92	NA	NA	189	NA	NA	65	NA	3.1535
SM182	SKk92	NA	NA	200	NA	NA	95	NA	5.3962
SM182	ID92	35.4	106	192	NA	72.7	106.7	14.7	2.1
SM183	MN92	27.5	64	145	NA	74.5	76	13.5	5.122
SM183	MTi92	33.8	90	168	0	75.4	96	14.1	5.603
SM183	MTd92	33.7	92	160	15	72.7	66.5	16.2	4.491
SM183	ID91	30.9	85	174	NA	73.6	99.1	14.6	8.897
SM183	OR91	24.9	86	186	NA	70.2	95	15.6	4.056
SM183	WA91	32.3	77	175	NA	74.3	102	14.5	5.326
SM183	MTi91	27.7	81	178	NA	72.1	96	14.6	5.43
SM183	MTd91	NA	NA	177	NA	NA	91	NA	4.107
SM183	NY92	NA	NA	169	0	NA	72.5	NA	4.931
SM183	ON92	NA	NA	197	0	NA	90	NA	3.83
SM183	WA92	27.4	64	152	NA	72.6	61	11.8	2.713
SM183	MA92	NA	NA	188.5	35	NA	76.5	NA	5.477
SM183	SKo92	NA	NA	185	10	NA	91	NA	6.8874
SM183	SKg92	NA	NA	182	NA	NA	39	NA	3.4104
SM183	SKk92	NA	NA	190	NA	NA	65	NA	4.9855
SM183	ID92	32.3	107	180	NA	77.6	94	14.3	5.341
SM184	MN92	26.7	65	149.5	NA	71.8	79	12.6	3.931
SM184	MTi92	28.7	81	173	95	77.7	103	10.8	4.449
SM184	MTd92	30.1	71	164	75	75.1	78.5	12.9	5.457
SM184	ID91	28	72	181	NA	72.4	94	13.5	5.697
SM184	OR91	19.2	54	189	NA	73	100	12.2	6.623
SM184	WA91	32.5	75	180	NA	73.6	128	11.6	2.66
SM184	MTi91	24.1	75	184	NA	71.1	103	13.1	6.061
SM184	MTd91	NA	NA	183	NA	NA	95	NA	3.113
SM184	NY92	NA	NA	175	35	NA	77.5	NA	5.591
SM184	ON92	NA	NA	197	80	NA	90	NA	1.6
SM184	WA92	25.6	53	155.5	NA	74.2	71.5	8	3.74
SM184	MA92	NA	NA	195	70	NA	87.5	NA	6.391
SM184	SKo92	NA	NA	184	90	NA	105	NA	5.3106
SM184	SKg92	NA	NA	185	NA	NA	51	NA	4.1101
SM184	SKk92	NA	NA	195	NA	NA	77	NA	5.2796
SM184	ID92	28.3	89	187	NA	73.1	91.4	13.5	4.727
SM185	MN92	35.2	84	146	NA	75.8	70	13.2	2.596
SM185	MTi92	36.9	92	169	0	74.3	103	16.6	4.906
SM185	MTd92	36.6	90	159.5	5	70.1	70.5	17.5	3.631
SM185	ID91	29.8	84	173	NA	71.7	101.6	15.1	7.761
SM185	OR91	22.5	80	189	NA	69.4	100	15.4	4.897
SM185	WA91	28.8	77	175	NA	70.6	108	15	5.243
SM185	MTi91	23	69	177	NA	69.1	103	15.2	6.946
SM185	MTd91	NA	NA	176	NA	NA	91	NA	4.54
SM185	NY92	NA	NA	169	25	NA	80	NA	5.909
SM185	ON92	NA	NA	206	0	NA	95	NA	3.65
SM185	WA92	24.3	60	150.5	NA	72.3	54.5	11.8	2.059
SM185	MA92	NA	NA	188	20	NA	80.5	NA	5.833
SM185	SKo92	NA	NA	184	10	NA	102	NA	7.2423
SM185	SKg92	NA	NA	180	NA	NA	46	NA	2.5468
SM185	SKk92	NA	NA	192	NA	NA	71	NA	4.3771
SM185	ID92	30.8	105	180	NA	71.3	96.5	14.6	6.043
SM186	MN92	27.7	80	150	NA	76.5	84.5	11.3	5.687
SM186	MTi92	34	111	173	25	76.3	107	12.3	7.843
SM186	MTd92	33.1	113	165	10	74.6	79	14.1	5.878
SM186	ID91	29.7	96	180	NA	74.3	115.6	13.3	8.395
SM186	OR91	20.5	80	189	NA	73.9	90	11.7	5.949
SM186	WA91	22.5	70	179.5	NA	74.2	115	12.4	6.946
SM186	MTi91	24.2	99	183	NA	71.8	107	13.5	6.164
SM186	MTd91	NA	NA	183	NA	NA	91	NA	3.701
SM186	NY92	NA	NA	176.5	10	NA	82.5	NA	5.562
SM186	ON92	NA	NA	199	30	NA	100	NA	3.57
SM186	WA92	22.5	47	155.5	NA	74.6	67.5	9.6	3.603
SM186	MA92	NA	NA	194.5	35	NA	84.5	NA	7.868
SM186	SKo92	NA	NA	186	50	NA	119	NA	6.9215
SM186	SKg92	NA	NA	187	NA	NA	49	NA	3.4628
SM186	SKk92	NA	NA	195	NA	NA	73	NA	4.8841
SM186	ID92	29.7	127	187	NA	72.8	86.4	14.2	6.318
SM187	MN92	40.4	92	148.5	NA	78	82.5	12	5.219
SM187	MTi92	36.4	101	170.5	35	81.1	103	11.6	6.597
SM187	MTd92	43	100	162.5	0	78	67.5	14.4	4.937
SM187	ID91	35.9	94	175	NA	75.3	111.8	14.3	6.302
SM187	OR91	28.4	73	189	NA	75.9	110	11.9	7.697
SM187	WA91	34.5	77	176	NA	76.7	123	11.1	6.232
SM187	MTi91	29.6	101	180	NA	73.2	103	13.4	6.829
SM187	MTd91	NA	NA	179	NA	NA	96	NA	4.018
SM187	NY92	NA	NA	174.5	10	NA	75	NA	6.555
SM187	ON92	NA	NA	198	0	NA	100	NA	3.85
SM187	WA92	30.5	66	155.5	NA	76.4	71.5	9.7	3.996
SM187	MA92	NA	NA	190	30	NA	82.5	NA	7.189
SM187	SKo92	NA	NA	186	80	NA	106	NA	6.959
SM187	SKg92	NA	NA	183	NA	NA	42	NA	2.3542
SM187	SKk92	NA	NA	192	NA	NA	70	NA	4.3585
SM187	ID92	36.5	110	186	NA	75.2	83.8	13.2	5.729
SM188	MN92	32.3	77	149	NA	76.9	84.5	12.8	5.031
SM188	MTi92	29.7	91	171.5	85	77.5	105	12.2	5.906
SM188	MTd92	27.3	73	162.5	15	74.2	90	13.3	5.94
SM188	ID91	29.6	77	179	NA	73.7	109.2	12.8	6.942
SM188	OR91	22.9	77	189	NA	74.3	95	11.5	5.901
SM188	WA91	26.4	78	178	NA	73.7	129.5	13	4.003
SM188	MTi91	24.2	85	182	NA	70.5	105	13	5.8
SM188	MTd91	NA	NA	179	NA	NA	91	NA	3.055
SM188	NY92	NA	NA	174	25	NA	75	NA	5.181
SM188	ON92	NA	NA	204	70	NA	90	NA	2.37
SM188	WA92	25.3	57	154.5	NA	74.9	67.5	8.7	3.733
SM188	MA92	NA	NA	192	50	NA	83.5	NA	6.017
SM188	SKo92	NA	NA	185	70	NA	109	NA	6.157
SM188	SKg92	NA	NA	185	NA	NA	42	NA	3.6335
SM188	SKk92	NA	NA	192	NA	NA	63	NA	5.0159
SM188	ID92	29.2	113	183	NA	75	86.4	13.6	5.475
SM189	MN92	24.8	55	154.5	NA	77.4	102.5	11	6.01
SM189	MTi92	42.1	110	174	35	80.6	110	11.8	7.061
SM189	MTd92	34.1	87	166	60	77.1	89.5	12.9	5.888
SM189	ID91	25.6	71	183	NA	76.7	116.8	12.5	8.92
SM189	OR91	25	68	191	NA	76.6	120	12.7	8.845
SM189	WA91	35.3	71	180	NA	77.5	120	12	7.735
SM189	MTi91	27.2	89	185	NA	75.5	111	12.1	7.451
SM189	MTd91	NA	NA	185	NA	NA	101	NA	3.795
SM189	NY92	NA	NA	178	0	NA	87.5	NA	6.323
SM189	ON92	NA	NA	204	0	NA	105	NA	4.35
SM189	WA92	27	66	157.5	NA	75.9	71	10.3	4.072
SM189	MA92	NA	NA	198	20	NA	99	NA	8.02
SM189	SKo92	NA	NA	188	10	NA	127	NA	9.5427
SM189	SKg92	NA	NA	188	NA	NA	48	NA	4.5681
SM189	SKk92	NA	NA	198	NA	NA	81	NA	5.7663
SM189	ID92	32.7	101	189	NA	73	96.5	13.6	5.735
SM193	MN92	25.7	78	148	NA	74.6	91.5	14.1	4.611
SM193	MTi92	35.9	108	171.5	10	79.2	110	13.2	6.502
SM193	MTd92	32.3	114	163.5	20	74.2	79	14.6	4.352
SM193	ID91	23.4	71	180	NA	72.1	114.3	13.7	7.64
SM193	OR91	25	82	189	NA	74.4	100	11.8	6.972
SM193	WA91	23.4	67	177	NA	74.2	133	11.7	6.084
SM193	MTi91	24.6	96	183	NA	73	110	13.5	5.586
SM193	MTd91	NA	NA	179	NA	NA	101	NA	3.992
SM193	NY92	NA	NA	172.5	10	NA	85	NA	5.735
SM193	ON92	NA	NA	201	30	NA	100	NA	3.62
SM193	WA92	24.6	64	154	NA	73.8	85	11.2	3.538
SM193	MA92	NA	NA	193.5	45	NA	97.5	NA	7.53
SM193	SKo92	NA	NA	183	90	NA	112	NA	7.4915
SM193	SKg92	NA	NA	186	NA	NA	68	NA	4.0898
SM193	SKk92	NA	NA	193	NA	NA	82	NA	5.0142
SM193	ID92	29.4	114	188	NA	74.3	99.1	13.8	5.735
SM194	MN92	22.7	50	162.5	NA	75.8	95	13.5	5.616
SM194	MTi92	35.4	75	176	0	78.8	103	11.7	6.06
SM194	MTd92	34.2	87	173	30	74.5	78.5	14.9	5.029
SM194	ID91	26.3	67	187	NA	74.8	114.3	14.4	8.188
SM194	OR91	17.6	41	189	NA	72.8	100	12.2	8.132
SM194	WA91	26.5	52	186	NA	74.4	118	13	6.748
SM194	MTi91	27.3	75	191	NA	73.4	103	14.5	7.119
SM194	MTd91	NA	NA	189	NA	NA	86	NA	3.99
SM194	NY92	NA	NA	182	0	NA	87.5	NA	4.417
SM194	ON92	NA	NA	198	70	NA	85	NA	3.36
SM194	WA92	28	65	162	NA	74	61	13.3	3.061
SM194	MA92	NA	NA	202.5	35	NA	86	NA	6.923
SM194	SKo92	NA	NA	194	20	NA	112	NA	7.2253
SM194	SKg92	NA	NA	194	NA	NA	60	NA	4.4058
SM194	SKk92	NA	NA	202	NA	NA	85	NA	5.408
SM194	ID92	32.3	76	194	NA	72.7	88.9	13.7	5.458
SM196	MN92	30.5	82	160	NA	73.8	106	14.7	3.79
SM196	MTi92	33.9	83	176	20	78.7	124	12	4.912
SM196	MTd92	34.4	96	172.5	10	72.1	94	15.1	4.61
SM196	ID91	30.2	93	185	NA	73.5	123.2	16	4.35
SM196	OR91	26.1	69	193.5	NA	72.9	115	14.8	5.116
SM196	WA91	25.8	53	183.5	NA	72.1	142	14.1	6.226
SM196	MTi91	25.5	84	189	NA	71.4	124	14.1	5.646
SM196	MTd91	NA	NA	188	NA	NA	98	NA	2.734
SM196	NY92	NA	NA	182	0	NA	97.5	NA	5.755
SM196	ON92	NA	NA	198	20	NA	115	NA	3.21
SM196	WA92	29	71	162	NA	73.5	90	12.2	3.495
SM196	MA92	NA	NA	201	40	NA	103.5	NA	6.788
SM196	SKo92	NA	NA	195	50	NA	123	NA	7.2833
SM196	SKg92	NA	NA	191	NA	NA	55	NA	3.5101
SM196	SKk92	NA	NA	201	NA	NA	98	NA	5.0413
SM196	ID92	30.1	129	194	NA	73.9	109.2	15.9	4.266
SM197	MN92	20.9	46	147.5	NA	76.1	85.5	12	5.371
SM197	MTi92	33.7	84	171	0	77.4	104	12.4	6.454
SM197	MTd92	33.8	86	162.5	15	75	69	14.4	5.917
SM197	ID91	26.4	66	177	NA	75.1	104.1	13.9	8.493
SM197	OR91	23.8	61	187.5	NA	74.7	90	13.6	6.135
SM197	WA91	23.7	50	177.5	NA	75	116.5	11.8	7.341
SM197	MTi91	23.2	69	179	NA	73.1	104	12.5	6.891
SM197	MTd91	NA	NA	178	NA	NA	91	NA	4.443
SM197	NY92	NA	NA	174.5	15	NA	87.5	NA	5.769
SM197	ON92	NA	NA	200	50	NA	95	NA	3.75
SM197	WA92	24.9	56	154	NA	74.9	70	10.7	3.763
SM197	MA92	NA	NA	193	35	NA	86	NA	6.592
SM197	SKo92	NA	NA	184	50	NA	115	NA	6.2218
SM197	SKg92	NA	NA	185	NA	NA	50	NA	2.5147
SM197	SKk92	NA	NA	193	NA	NA	71	NA	4.6644
SM197	ID92	32.4	102	185	NA	71	86.4	14.3	5.735
SM198	MN92	23.5	74	164.5	NA	76.7	120.5	11.1	3.39
SM198	MTi92	31	110	178	45	78.9	131	10.3	5.518
SM198	MTd92	31	115	173.5	5	75.4	96	12.7	5.616
SM198	ID91	27.1	107	188	NA	73	114.3	13.4	4.993
SM198	OR91	22.6	93	196	NA	74.9	120	12.9	5.262
SM198	WA91	30.8	104	189	NA	75.4	138	12.1	5.003
SM198	MTi91	27.2	132	193	NA	70.7	131	13.8	4.582
SM198	MTd91	NA	NA	190	NA	NA	102	NA	2.645
SM198	NY92	NA	NA	185	10	NA	97.5	NA	6.406
SM198	ON92	NA	NA	198	0	NA	110	NA	2.46
SM198	WA92	24.9	59	164	NA	76.6	86	9.5	4.057
SM198	MA92	NA	NA	204	65	NA	115	NA	6.895
SM198	SKo92	NA	NA	197	60	NA	136	NA	6.0273
SM198	SKg92	NA	NA	195	NA	NA	88	NA	4.7624
SM198	SKk92	NA	NA	204	NA	NA	108	NA	5.4993
SM198	ID92	29.6	155	198	NA	70.5	101.6	16	4.328
SM199	MN92	29.9	65	150	NA	76.1	99.5	11.7	5.293
SM199	MTi92	32.6	89	172	30	79	99	11.1	6.951
SM199	MTd92	30.3	83	164.5	40	74.5	78.5	12.5	6.085
SM199	ID91	29.6	78	180	NA	75.1	116.8	12.5	6.815
SM199	OR91	24.9	74	189	NA	75.5	90	11	7.326
SM199	WA91	28.3	73	178	NA	73.4	126.5	10.8	4.058
SM199	MTi91	28.1	95	184	NA	70.1	99	13.2	5.078
SM199	MTd91	NA	NA	185	NA	NA	87	NA	3.274
SM199	NY92	NA	NA	175	15	NA	85	NA	6.043
SM199	ON92	NA	NA	200	60	NA	100	NA	4.36
SM199	WA92	24.9	59	155	NA	74.9	69	9	3.886
SM199	MA92	NA	NA	194.5	55	NA	86.5	NA	6.408
SM199	SKo92	NA	NA	189	70	NA	109	NA	8.0137
SM199	SKg92	NA	NA	186	NA	NA	39	NA	3.7822
SM199	SKk92	NA	NA	193	NA	NA	75	NA	5.3877
SM199	ID92	29.6	108	187	NA	71.1	88.9	13.3	5.121
SM200	MN92	32.4	69	149	NA	76	95.5	13.2	5.522
SM200	MTi92	38.1	90	170.5	45	77	111	14.1	5.113
SM200	MTd92	31.7	81	161.5	20	72.1	82.5	14.8	5.759
SM200	ID91	28.5	77	176	NA	73.2	111.8	14	7.755
SM200	OR91	24.9	82	186	NA	71.2	100	14.1	5.2
SM200	WA91	26.6	71	178	NA	72.4	128	13.8	6.185
SM200	MTi91	25.1	76	179	NA	70.3	111	14.5	6.615
SM200	MTd91	NA	NA	177	NA	NA	94	NA	4.07
SM200	NY92	NA	NA	174.5	5	NA	87.5	NA	5.494
SM200	ON92	NA	NA	199	0	NA	95	NA	3.83
SM200	WA92	24.3	63	153.5	NA	71.9	72.5	13	3.722
SM200	MA92	NA	NA	192	35	NA	87.5	NA	7.005
SM200	SKo92	NA	NA	185	50	NA	112	NA	7.4642
SM200	SKg92	NA	NA	185	NA	NA	50	NA	2.5435
SM200	SKk92	NA	NA	193	NA	NA	75	NA	4.8841
SM200	ID92	29.7	111	185	NA	72.2	104.1	14.4	5.856
