gen	site	rep	rate	row	col	serp	linrow	lincol	linrate	yield	year	loc
Warrah	S11	R3	40	23	5	SE2	0.9	1.5	-0.1694215	0.9536	92	WonganHills
Danja	S11	R3	50	24	5	SE3	1	1.5	0.8305785	1.0246	92	WonganHills
Merrit	S11	R3	50	25	5	SE4	1.1	1.5	0.8305785	0.9308	92	WonganHills
Myallie	S11	R3	40	26	5	SE1	1.2	1.5	-0.1694215	0.6936	92	WonganHills
Danja	S11	R3	50	27	5	SE2	1.3	1.5	0.8305785	1.2628	92	WonganHills
Merrit	S11	R3	50	1	6	SE4	-1.3	2.5	0.8305785	1.0586	92	WonganHills
Yorrel	S11	R3	70	2	6	SE1	-1.2	2.5	2.8305785	0.9023	92	WonganHills
Merrit	S11	R3	70	3	6	SE2	-1.1	2.5	2.8305785	1.4679	92	WonganHills
Illyarrie	S11	R3	70	4	6	SE3	-1	2.5	2.8305785	1.3386	92	WonganHills
Unicrop	S11	R3	20	5	6	SE4	-0.9	2.5	-2.1694215	0.8953	92	WonganHills
Illyarrie	S11	R3	20	6	6	SE1	-0.8	2.5	-2.1694215	0.4659	92	WonganHills
Warrah	S11	R3	70	7	6	SE2	-0.7	2.5	2.8305785	1.061	92	WonganHills
Yorrel	S11	R3	20	8	6	SE3	-0.6	2.5	-2.1694215	1.1956	92	WonganHills
Yandee	S11	R3	30	9	6	SE4	-0.5	2.5	-1.1694215	1.2931	92	WonganHills
Warrah	S11	R3	20	10	6	SE1	-0.4	2.5	-2.1694215	0.5075	92	WonganHills
Unicrop	S11	R3	30	11	6	SE2	-0.3	2.5	-1.1694215	1.3661	92	WonganHills
Myallie	S11	R3	20	12	6	SE3	-0.2	2.5	-2.1694215	0.4706	92	WonganHills
Unicrop	S11	R3	50	13	6	SE4	-0.1	2.5	0.8305785	0.9813	92	WonganHills
Yorrel	S11	R3	60	14	6	SE1	0	2.5	1.8305785	1.2624	92	WonganHills
Yorrel	S11	R3	30	15	6	SE2	0.1	2.5	-1.1694215	0.9671	92	WonganHills
Illyarrie	S11	R3	60	16	6	SE3	0.2	2.5	1.8305785	1.1474	92	WonganHills
Merrit	S11	R3	30	17	6	SE4	0.3	2.5	-1.1694215	1.1241	92	WonganHills
Gungurru	S11	R3	30	18	6	SE1	0.4	2.5	-1.1694215	NA	92	WonganHills
Warrah	S11	R3	60	19	6	SE2	0.5	2.5	1.8305785	NA	92	WonganHills
Warrah	S11	R3	30	20	6	SE3	0.6	2.5	-1.1694215	1.1058	92	WonganHills
Illyarrie	S11	R3	50	21	6	SE4	0.7	2.5	0.8305785	1.3666	92	WonganHills
Danja	S11	R3	60	22	6	SE1	0.8	2.5	1.8305785	1.0884	92	WonganHills
Yandee	S11	R3	70	23	6	SE2	0.9	2.5	2.8305785	1.1109	92	WonganHills
Gungurru	S11	R3	60	24	6	SE3	1	2.5	1.8305785	1.4604	92	WonganHills
Illyarrie	S11	R3	30	25	6	SE4	1.1	2.5	-1.1694215	1.3805	92	WonganHills
Merrit	S11	R3	20	26	6	SE1	1.2	2.5	-2.1694215	0.4463	92	WonganHills
Myallie	S11	R3	70	27	6	SE2	1.3	2.5	2.8305785	1.4523	92	WonganHills
